Y	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23
0	socjalne	8453,6	5132,37	ma³e m.	œrednie	techniczne	49	29	77548,58	etat	du¿e m.	rodz. > 2 os.	0	zagraniczny	micro	tak	tak	tak	nie	nie	nie	0	1
0	mieszk. wynajemm	10077,9	9621,49	du¿e m.	œrednie	œci³e	39	19	-52,34	etat	ma³e m.	rodz. 2 os	102659,14	zagraniczny	œredni	nie	tak	nie	nie	tak	nie	1	1
0	mieszk. w³.	12600,9	7389,49	osiedle	mgr	techniczne	35	17	58751,77	etat	osiedle	rodz. > 2 os.	79670,17	zagraniczny	œredni	tak	tak	nie	tak	nie	nie	2	1
0	dom	10924,83	10367,91	osiedle	licencjat	œci³e	53	37	40025,01	zlecenie 	ma³e m.	rodz. > 2 os.	20108,97	prywatny PL	duzy	tak	tak	nie	tak	nie	tak	0	1
0	mieszk. w³.	11167,71	9328,74	osiedle	licencjat	œci³e	42	24	18763,73	etat	ma³e m.	rodz. 2 os	79223,91	publiczny	œredni	tak	nie	tak	tak	nie	tak	1	1
0	dom	12464,2	8416,54	osiedle	mgr	œci³e	53	34	83447,39	etat	du¿e m.	rodz. 1 os	96621,18	publiczny	œredni	nie	nie	nie	tak	tak	nie	1	1
0	dom wynajem	9733,33	6894,99	du¿e m.	mgr	prawnicze	55	35	15713,66	etat	ma³e m.	rodz. > 2 os.	4829,15	prywatny PL	œredni	tak	tak	tak	nie	tak	nie	0	2
0	dom	11033,31	10781,13	ma³e m.	mgr	techniczne	65	48	84285,26	etat	osiedle	rodz. > 2 os.	0	prywatny PL	œredni	tak	nie	nie	nie	tak	nie	2	1
0	mieszk. w³.	8935,13	6595,49	œrednie m.	mgr	ogolne	39	21	39552,26	etat	osiedle	rodz. > 2 os.	61261,07	zagraniczny	duzy	nie	tak	tak	tak	tak	nie	2	1
0	dom	9940,1	8823,58	ma³e m.	mgr	prawnicze	31	14	50512,22	etat	du¿e m.	rodz. 1 os	64154,1	prywatny PL	œredni	tak	nie	tak	nie	nie	nie	1	1
0	mieszk. w³.	9287,76	7798,94	du¿e m.	gimnazjum	ogolne	18	2	45039,29	etat	ma³e m.	rodz. > 2 os.	71869,05	prywatny PL	duzy	nie	tak	nie	tak	nie	nie	2	1
0	mieszk. w³.	11935,43	6647,75	ma³e m.	mgr	biologiczne	26	9	12499,68	etat	du¿e m.	rodz. > 2 os.	48688,63	prywatny PL	œredni	tak	nie	tak	nie	nie	tak	3	1
0	mieszk. wynajemm	8393,5	4906,83	osiedle	gimnazjum	ogolne	42	25	44293,33	zlecenie 	du¿e m.	rodz. 1 os	9040,26	zagraniczny	ma³y	tak	nie	nie	tak	tak	nie	1	1
0	socjalne	10596,26	9463,58	osiedle	mgr	Ekonomiczne	44	24	33550,62	etat	ma³e m.	rodz. 2 os	33123,36	prywatny PL	ma³y	tak	nie	tak	nie	nie	tak	2	1
0	dom wynajem	10765	12129,65	osiedle	mgr	prawnicze	52	33	5761,57	etat	ma³e m.	rodz. 2 os	56439,59	publiczny	œredni	nie	tak	nie	tak	tak	nie	0	1
0	dom	10617,2	4933,51	du¿e m.	œrednie	prawnicze	50	33	56989,32	etat	osiedle	rodz. > 2 os.	32988,42	prywatny PL	duzy	tak	tak	nie	tak	nie	nie	1	2
0	dom	10294,54	8938,42	du¿e m.	mgr	prawnicze	23	6	19633,28	zlecenie 	ma³e m.	rodz. 2 os	66789,44	publiczny	duzy	tak	tak	nie	tak	nie	nie	1	1
0	mieszk. w³.	10767,46	10092,01	œrednie m.	licencjat	Ekonomiczne	34	14	31221,54	etat	ma³e m.	rodz. 2 os	21885,25	prywatny PL	œredni	nie	tak	nie	nie	nie	nie	2	1
0	mieszk. w³.	12015,14	13547,28	du¿e m.	mgr	Ekonomiczne	24	6	56687,21	dzia³alnoœæ	œrednie m.	rodz. > 2 os.	64829,92	publiczny	œredni	tak	tak	nie	tak	nie	nie	2	1
0	dom	12069,71	10388,55	osiedle	œrednie	humanistyczne	30	14	102426,89	zlecenie 	osiedle	rodz. 2 os	83906,55	zagraniczny	duzy	nie	nie	nie	tak	tak	nie	3	1
0	mieszk. w³.	11007,76	11385,06	osiedle	œrednie	Ekonomiczne	53	33	-4190,29	etat	œrednie m.	rodz. 2 os	82920,34	zagraniczny	œredni	tak	tak	nie	tak	nie	nie	3	1
0	dom	11506,98	10959,4	ma³e m.	œrednie	techniczne	36	19	2667,76	etat	ma³e m.	rodz. 2 os	38112,44	publiczny	œredni	tak	tak	tak	tak	tak	nie	2	1
0	mieszk. w³.	8983,86	6693,4	osiedle	licencjat	ogolne	45	29	40920,14	etat	ma³e m.	rodz. 2 os	31455,22	prywatny PL	micro	tak	nie	nie	tak	nie	nie	2	2
0	mieszk. w³.	13910,64	9436,14	osiedle	œrednie	humanistyczne	38	18	81929,53	zlecenie 	du¿e m.	rodz. 1 os	13478,69	zagraniczny	duzy	tak	tak	tak	tak	nie	nie	2	1
0	dom wynajem	9412,37	10140,09	du¿e m.	œrednie	biologiczne	45	26	59816,6	etat	ma³e m.	rodz. 1 os	80263,89	prywatny PL	ma³y	tak	tak	nie	tak	tak	nie	1	1
0	socjalne	7985,46	6314,9	osiedle	mgr	Ekonomiczne	38	18	19923,09	etat	œrednie m.	rodz. 2 os	75449,1	zagraniczny	duzy	tak	tak	tak	tak	tak	tak	2	1
0	mieszk. w³.	13604,2	11059,64	du¿e m.	œrednie	œci³e	48	30	101685,33	etat	ma³e m.	rodz. > 2 os.	128366,1	publiczny	œredni	tak	tak	nie	nie	tak	nie	1	1
0	dom wynajem	9189,69	7022,43	osiedle	mgr	biologiczne	59	40	50200,48	etat	ma³e m.	rodz. 2 os	28267,32	publiczny	duzy	tak	tak	nie	tak	nie	nie	2	1
0	dom	9598,01	2438,27	œrednie m.	gimnazjum	ogolne	37	17	34318,11	dzia³alnoœæ	ma³e m.	rodz. > 2 os.	41326,32	publiczny	œredni	nie	tak	tak	tak	tak	tak	3	1
0	mieszk. w³.	10933,8	5513,77	ma³e m.	mgr	prawnicze	48	30	62408,33	etat	du¿e m.	rodz. > 2 os.	103889,55	publiczny	duzy	tak	tak	nie	tak	tak	tak	3	2
0	mieszk. wynajemm	10318,82	7600,21	œrednie m.	licencjat	prawnicze	43	26	19052,61	etat	œrednie m.	rodz. 2 os	85311,99	publiczny	œredni	tak	nie	tak	tak	nie	nie	1	1
0	mieszk. w³.	12416,49	9270,38	ma³e m.	mgr	techniczne	37	21	53022,17	etat	osiedle	rodz. > 2 os.	75880,36	zagraniczny	duzy	tak	tak	tak	tak	nie	nie	2	1
0	dom	12896,08	10807,13	ma³e m.	œrednie	œci³e	50	31	49597,68	etat	du¿e m.	rodz. > 2 os.	73283,49	zagraniczny	œredni	nie	tak	tak	nie	nie	nie	1	2
0	dom	12271,85	6443,66	ma³e m.	œrednie	ogolne	57	37	56057,9	zlecenie 	osiedle	rodz. 1 os	27151,25	publiczny	œredni	nie	nie	tak	tak	tak	tak	3	2
0	mieszk. w³.	12503,34	14387,7	ma³e m.	gimnazjum	ogolne	44	25	72100,05	etat	osiedle	rodz. > 2 os.	98346,27	publiczny	duzy	tak	tak	nie	tak	nie	nie	0	1
0	dom wynajem	8657,97	7755,32	osiedle	licencjat	Ekonomiczne	59	39	48246,96	etat	osiedle	rodz. > 2 os.	22421,58	prywatny PL	duzy	tak	nie	tak	tak	tak	tak	1	1
0	dom wynajem	8458,5	4394,4	osiedle	mgr	humanistyczne	28	12	67500,53	etat	œrednie m.	rodz. > 2 os.	0	prywatny PL	œredni	nie	tak	tak	tak	nie	tak	1	1
0	mieszk. wynajemm	9871,11	5302,4	osiedle	œrednie	techniczne	47	28	10306,71	etat	osiedle	rodz. > 2 os.	8792,13	prywatny PL	œredni	tak	tak	tak	nie	nie	nie	0	2
0	dom	10352,27	8788,22	osiedle	mgr	techniczne	31	13	31114,56	etat	osiedle	rodz. 2 os	101623,49	publiczny	œredni	tak	tak	nie	tak	tak	nie	2	1
0	dom wynajem	11396,16	7464,72	œrednie m.	œrednie	ogolne	35	18	35565,21	etat	ma³e m.	rodz. 2 os	80680,19	publiczny	duzy	tak	tak	nie	tak	tak	nie	1	1
0	mieszk. w³.	8418,51	5168,06	osiedle	licencjat	biologiczne	37	19	16591,25	etat	ma³e m.	rodz. > 2 os.	75290,99	publiczny	œredni	nie	tak	nie	nie	nie	tak	2	1
0	dom	11458,32	6294,3	ma³e m.	œrednie	œci³e	52	35	85836,97	etat	œrednie m.	rodz. > 2 os.	88211,4	prywatny PL	duzy	nie	nie	nie	tak	tak	tak	2	1
0	dom wynajem	8399,78	8230,47	osiedle	œrednie	œci³e	54	34	29772,57	dzia³alnoœæ	osiedle	rodz. > 2 os.	37634,74	zagraniczny	œredni	tak	tak	tak	nie	nie	nie	2	1
0	mieszk. w³.	10865,39	7157,14	œrednie m.	œrednie	prawnicze	55	37	49243,51	etat	œrednie m.	rodz. 2 os	81176,96	zagraniczny	œredni	tak	tak	nie	nie	nie	tak	1	1
0	dom	11922,82	10522,68	œrednie m.	gimnazjum	ogolne	31	12	76057,72	etat	du¿e m.	rodz. 2 os	112735,73	publiczny	œredni	tak	tak	tak	tak	nie	nie	1	2
0	dom wynajem	9323,64	8668,36	ma³e m.	œrednie	Ekonomiczne	37	17	1426,81	etat	du¿e m.	rodz. > 2 os.	92130,19	zagraniczny	ma³y	nie	nie	nie	tak	nie	nie	1	1
0	dom	11901,57	10062,25	du¿e m.	œrednie	ogolne	49	30	63018,83	etat	osiedle	rodz. 2 os	92335,26	publiczny	micro	tak	tak	tak	nie	tak	nie	1	1
0	mieszk. w³.	12682,17	8062,92	osiedle	mgr	humanistyczne	34	14	53355,48	etat	du¿e m.	rodz. 2 os	58814,49	publiczny	micro	tak	tak	tak	tak	tak	nie	2	1
0	mieszk. w³.	9883,21	7988,88	ma³e m.	gimnazjum	ogolne	48	30	17995,06	etat	du¿e m.	rodz. > 2 os.	14183,57	prywatny PL	œredni	tak	tak	nie	nie	nie	nie	2	1
0	dom	11230,16	10852,7	osiedle	mgr	biologiczne	55	38	62571,28	dzia³alnoœæ	du¿e m.	rodz. > 2 os.	75994,95	publiczny	duzy	tak	tak	nie	tak	nie	tak	2	1
0	mieszk. wynajemm	7431,97	6436,98	du¿e m.	œrednie	humanistyczne	43	25	11524,31	etat	du¿e m.	rodz. 2 os	32947,06	prywatny PL	œredni	nie	tak	tak	nie	tak	tak	0	1
0	mieszk. w³.	11985,22	15261,17	osiedle	mgr	Ekonomiczne	35	19	70541,36	etat	osiedle	rodz. > 2 os.	40247,09	prywatny PL	œredni	tak	tak	tak	tak	nie	nie	2	1
0	dom	8044,97	3696,45	œrednie m.	gimnazjum	ogolne	38	18	15572,81	etat	œrednie m.	rodz. 2 os	0	publiczny	duzy	nie	tak	nie	nie	tak	tak	2	3
0	dom wynajem	8521,67	3513,53	du¿e m.	gimnazjum	ogolne	44	27	45132,26	etat	osiedle	rodz. > 2 os.	46670,17	zagraniczny	duzy	nie	tak	nie	tak	nie	nie	2	1
0	mieszk. w³.	11390,26	10200,95	œrednie m.	mgr	Ekonomiczne	49	29	57421,84	dzia³alnoœæ	du¿e m.	rodz. > 2 os.	0	publiczny	duzy	tak	tak	tak	tak	tak	nie	2	2
0	dom wynajem	8442,98	9163,94	du¿e m.	œrednie	techniczne	61	43	-23920,9	etat	du¿e m.	rodz. 2 os	98826,47	zagraniczny	œredni	nie	tak	nie	nie	nie	tak	0	1
0	mieszk. wynajemm	9796,23	6939,77	osiedle	mgr	techniczne	40	22	35582,32	etat	œrednie m.	rodz. 2 os	73043,15	zagraniczny	œredni	tak	tak	nie	tak	nie	nie	0	1
0	mieszk. w³.	11233,98	7998,79	osiedle	œrednie	œci³e	42	23	79251,53	dzia³alnoœæ	du¿e m.	rodz. > 2 os.	79043,57	prywatny PL	œredni	nie	tak	nie	nie	tak	nie	0	1
0	mieszk. w³.	10858,55	8337,47	osiedle	licencjat	œci³e	35	16	22609,75	zlecenie 	du¿e m.	rodz. > 2 os.	33343,1	zagraniczny	micro	tak	tak	nie	tak	nie	nie	1	1
0	mieszk. w³.	12672,62	14130,8	osiedle	mgr	techniczne	52	35	17311,64	dzia³alnoœæ	osiedle	rodz. 2 os	109480,86	zagraniczny	duzy	nie	tak	tak	tak	nie	nie	1	3
0	dom wynajem	7382,17	6768,84	œrednie m.	œrednie	biologiczne	49	33	22805,04	etat	du¿e m.	rodz. 2 os	0	publiczny	œredni	nie	nie	tak	tak	nie	nie	0	1
0	mieszk. w³.	9374,13	6746,94	du¿e m.	œrednie	Ekonomiczne	33	16	50105,85	etat	osiedle	rodz. 1 os	61921,78	publiczny	duzy	tak	tak	tak	tak	tak	nie	1	1
0	mieszk. w³.	9539,76	5706,67	ma³e m.	mgr	prawnicze	51	33	44431,64	etat	œrednie m.	rodz. > 2 os.	64081,07	publiczny	duzy	tak	tak	tak	tak	nie	nie	0	1
0	mieszk. w³.	11893,1	4584,95	du¿e m.	œrednie	œci³e	38	19	37248,47	etat	du¿e m.	rodz. > 2 os.	19535,89	publiczny	duzy	tak	tak	tak	nie	nie	nie	3	1
0	dom	11982,41	10194,38	osiedle	mgr	biologiczne	40	21	36429,28	etat	osiedle	rodz. > 2 os.	113131,78	zagraniczny	ma³y	tak	tak	tak	nie	tak	nie	0	1
0	mieszk. w³.	11565,4	8929,38	ma³e m.	mgr	techniczne	36	18	38957,81	etat	osiedle	rodz. 2 os	23829,65	publiczny	œredni	tak	tak	nie	nie	nie	nie	3	1
0	dom	10299,44	8380,8	du¿e m.	mgr	biologiczne	45	26	36988,88	etat	œrednie m.	rodz. 2 os	38782,1	prywatny PL	micro	tak	nie	nie	tak	nie	nie	2	1
0	dom wynajem	8835,07	4813,07	osiedle	licencjat	ogolne	62	44	51733,43	dzia³alnoœæ	ma³e m.	rodz. > 2 os.	75020,03	zagraniczny	œredni	nie	nie	tak	tak	tak	tak	1	3
0	dom wynajem	10572,82	8916,23	ma³e m.	mgr	prawnicze	48	32	74811,96	zlecenie 	osiedle	rodz. 2 os	32565,93	zagraniczny	œredni	tak	tak	tak	nie	tak	nie	1	1
0	dom wynajem	8368,42	8466,28	osiedle	mgr	prawnicze	47	31	-1940,25	etat	ma³e m.	rodz. > 2 os.	35951,09	publiczny	duzy	tak	nie	tak	tak	tak	nie	1	1
0	mieszk. w³.	12371,54	10461,24	œrednie m.	mgr	biologiczne	51	33	55669,24	etat	ma³e m.	rodz. > 2 os.	73968,33	prywatny PL	œredni	tak	tak	nie	nie	tak	nie	0	1
0	mieszk. w³.	10988,58	3951,12	ma³e m.	licencjat	biologiczne	63	47	37631,05	etat	du¿e m.	rodz. > 2 os.	52208,07	prywatny PL	duzy	tak	tak	tak	nie	tak	nie	1	1
0	mieszk. w³.	12642,75	10078,7	du¿e m.	mgr	biologiczne	32	14	70844,34	dzia³alnoœæ	osiedle	rodz. 2 os	63637,94	prywatny PL	duzy	tak	tak	tak	nie	tak	tak	2	1
0	mieszk. w³.	11119,58	7452,28	du¿e m.	mgr	humanistyczne	36	18	-15236,42	dzia³alnoœæ	du¿e m.	rodz. 2 os	56121,22	prywatny PL	œredni	tak	tak	tak	nie	tak	nie	3	1
0	mieszk. w³.	11672,33	14809,04	osiedle	œrednie	biologiczne	66	46	71268,41	etat	osiedle	rodz. 2 os	41578,63	publiczny	duzy	tak	nie	tak	tak	tak	nie	1	1
0	mieszk. w³.	7689	10259,06	osiedle	mgr	biologiczne	18	0	19189,42	dzia³alnoœæ	osiedle	rodz. 2 os	54019,9	prywatny PL	duzy	nie	tak	nie	nie	nie	nie	3	2
0	dom	11975,79	11573,04	osiedle	mgr	biologiczne	61	42	79378,02	etat	œrednie m.	rodz. 1 os	21504,38	zagraniczny	micro	nie	tak	tak	tak	tak	tak	2	1
0	dom wynajem	7748,91	8932,3	osiedle	gimnazjum	ogolne	55	37	12567,26	etat	œrednie m.	rodz. 2 os	79568,57	prywatny PL	œredni	tak	tak	nie	nie	nie	tak	2	1
0	mieszk. w³.	11748,87	10377,65	du¿e m.	œrednie	humanistyczne	45	29	14910,34	etat	du¿e m.	rodz. > 2 os.	112991,26	publiczny	duzy	nie	tak	nie	tak	nie	nie	1	1
0	mieszk. w³.	11636,26	11828,64	osiedle	licencjat	techniczne	33	13	92989,06	zlecenie 	osiedle	rodz. 1 os	39983,23	publiczny	œredni	nie	tak	tak	tak	tak	nie	1	2
0	dom wynajem	11866,01	12672,23	ma³e m.	mgr	Ekonomiczne	33	17	21568,38	zlecenie 	du¿e m.	rodz. 2 os	0	publiczny	œredni	tak	tak	nie	nie	tak	nie	2	1
0	mieszk. w³.	9355,92	7122,68	œrednie m.	œrednie	Ekonomiczne	45	25	49855,87	etat	osiedle	rodz. 2 os	69039,19	prywatny PL	œredni	nie	tak	nie	tak	tak	tak	1	1
0	mieszk. w³.	8998,86	7993,62	œrednie m.	gimnazjum	ogolne	48	31	94620,79	zlecenie 	osiedle	rodz. > 2 os.	59558,19	prywatny PL	duzy	tak	nie	nie	tak	nie	tak	0	1
0	mieszk. wynajemm	9430,36	9494,61	œrednie m.	œrednie	ogolne	37	17	50743,97	zlecenie 	du¿e m.	rodz. > 2 os.	88646,68	prywatny PL	duzy	tak	nie	tak	tak	nie	nie	1	1
0	mieszk. wynajemm	8949,32	5528,03	œrednie m.	œrednie	techniczne	37	20	-20853,34	etat	du¿e m.	rodz. > 2 os.	69649,72	publiczny	œredni	tak	nie	nie	nie	tak	nie	1	1
0	mieszk. wynajemm	9890,66	9534,85	du¿e m.	gimnazjum	ogolne	46	30	45469,58	etat	osiedle	rodz. 2 os	147527,32	zagraniczny	duzy	tak	nie	tak	nie	tak	tak	2	1
0	mieszk. w³.	14433,51	10370,43	du¿e m.	mgr	œci³e	48	29	67427,21	etat	œrednie m.	rodz. 2 os	70304,72	zagraniczny	œredni	tak	tak	tak	nie	nie	tak	1	1
0	mieszk. w³.	9718,19	11409,68	du¿e m.	licencjat	œci³e	30	10	56561,61	etat	osiedle	rodz. > 2 os.	19291,12	zagraniczny	duzy	nie	tak	nie	tak	tak	nie	2	1
0	mieszk. w³.	11569,79	8734,82	osiedle	licencjat	Ekonomiczne	24	7	56107,14	zlecenie 	ma³e m.	rodz. 1 os	38016,25	prywatny PL	duzy	tak	tak	tak	tak	tak	nie	0	1
0	dom	9984,44	2199,91	osiedle	mgr	ogolne	67	48	61436,01	etat	œrednie m.	rodz. 2 os	10900,98	prywatny PL	duzy	nie	tak	tak	tak	tak	tak	2	1
0	dom	11798,24	5424,44	ma³e m.	mgr	œci³e	60	41	43519,6	zlecenie 	ma³e m.	rodz. > 2 os.	84288,28	prywatny PL	duzy	tak	nie	nie	nie	tak	nie	3	2
0	mieszk. w³.	9568,49	7990,14	osiedle	œrednie	biologiczne	31	11	34522,46	etat	du¿e m.	rodz. > 2 os.	73608,26	prywatny PL	œredni	tak	nie	nie	tak	tak	nie	1	2
0	dom	11471,81	12383,54	osiedle	mgr	ogolne	43	25	74643,78	etat	osiedle	rodz. 1 os	58085,38	publiczny	ma³y	nie	nie	tak	tak	nie	nie	3	1
0	dom	11158,07	6176,92	œrednie m.	œrednie	biologiczne	60	44	41854,02	zlecenie 	œrednie m.	rodz. > 2 os.	37111,12	prywatny PL	œredni	tak	nie	nie	tak	nie	nie	0	1
0	dom	12489,96	10509,55	du¿e m.	mgr	Ekonomiczne	34	15	87539,43	zlecenie 	du¿e m.	rodz. 2 os	73480,91	prywatny PL	duzy	nie	nie	tak	tak	nie	tak	0	1
0	dom	11485,31	10680,37	osiedle	mgr	œci³e	55	37	62058,45	etat	du¿e m.	rodz. > 2 os.	21412,46	zagraniczny	œredni	tak	tak	tak	tak	tak	tak	1	1
0	mieszk. w³.	9548,2	5262,09	osiedle	mgr	prawnicze	48	32	41509,4	zlecenie 	osiedle	rodz. 2 os	115859,79	prywatny PL	ma³y	tak	tak	tak	nie	nie	nie	3	1
0	mieszk. w³.	12477,94	8989,73	œrednie m.	œrednie	prawnicze	42	26	30740,41	zlecenie 	du¿e m.	rodz. > 2 os.	9170,55	prywatny PL	duzy	tak	tak	nie	nie	tak	nie	1	1
0	mieszk. w³.	9713,12	8920,84	œrednie m.	mgr	biologiczne	45	26	46683,33	etat	œrednie m.	rodz. 1 os	23132,74	zagraniczny	duzy	tak	tak	nie	tak	tak	tak	0	1
0	mieszk. w³.	12040,54	6137,25	ma³e m.	mgr	œci³e	41	23	37275,07	etat	ma³e m.	rodz. > 2 os.	130163,44	publiczny	œredni	tak	tak	nie	tak	nie	tak	1	1
0	mieszk. w³.	8775,78	9480,55	osiedle	mgr	œci³e	50	34	19993,76	etat	osiedle	rodz. 2 os	21113,41	prywatny PL	œredni	tak	nie	tak	nie	tak	nie	2	1
0	dom wynajem	9031,52	5208,71	œrednie m.	œrednie	techniczne	47	27	27687,91	etat	osiedle	rodz. 2 os	77207	publiczny	duzy	tak	tak	nie	nie	nie	nie	1	1
0	mieszk. w³.	10192,79	6021,87	ma³e m.	gimnazjum	ogolne	38	21	26511,54	dzia³alnoœæ	œrednie m.	rodz. > 2 os.	68308,77	prywatny PL	duzy	tak	nie	nie	nie	nie	nie	2	1
0	dom	11177,22	6995,86	ma³e m.	gimnazjum	ogolne	34	16	24724,18	etat	osiedle	rodz. > 2 os.	46016,12	prywatny PL	duzy	tak	tak	tak	tak	tak	tak	1	1
0	mieszk. wynajemm	5612,2	4519,01	du¿e m.	gimnazjum	ogolne	48	28	50741,38	etat	osiedle	rodz. 2 os	0	publiczny	œredni	tak	tak	nie	tak	tak	nie	3	1
0	dom	12666,65	8594,47	osiedle	gimnazjum	ogolne	42	22	2187,82	etat	du¿e m.	rodz. > 2 os.	94482,06	zagraniczny	duzy	nie	tak	tak	nie	nie	tak	3	2
